VARIABLES= "X", "Y", "Z", "U"
0.0 0.0 0.0 0.0
0.0 0.0 0.1 0.0
0.0 0.0 0.2 0.0
0.0 0.0 0.30000000000000004 0.0
0.0 0.0 0.4 0.0
0.0 0.0 0.5 0.0
0.0 0.0 0.6000000000000001 0.0
0.0 0.0 0.7000000000000001 0.0
0.0 0.0 0.8 0.0
0.0 0.0 0.9 0.0
0.0 0.0 1.0 0.0
0.0 0.1 0.0 0.0
0.0 0.1 0.1 0.0
0.0 0.1 0.2 0.0
0.0 0.1 0.30000000000000004 0.0
0.0 0.1 0.4 0.0
0.0 0.1 0.5 0.0
0.0 0.1 0.6000000000000001 0.0
0.0 0.1 0.7000000000000001 0.0
0.0 0.1 0.8 0.0
0.0 0.1 0.9 0.0
0.0 0.1 1.0 0.0
0.0 0.2 0.0 0.0
0.0 0.2 0.1 0.0
0.0 0.2 0.2 0.0
0.0 0.2 0.30000000000000004 0.0
0.0 0.2 0.4 0.0
0.0 0.2 0.5 0.0
0.0 0.2 0.6000000000000001 0.0
0.0 0.2 0.7000000000000001 0.0
0.0 0.2 0.8 0.0
0.0 0.2 0.9 0.0
0.0 0.2 1.0 0.0
0.0 0.30000000000000004 0.0 0.0
0.0 0.30000000000000004 0.1 0.0
0.0 0.30000000000000004 0.2 0.0
0.0 0.30000000000000004 0.30000000000000004 0.0
0.0 0.30000000000000004 0.4 0.0
0.0 0.30000000000000004 0.5 0.0
0.0 0.30000000000000004 0.6000000000000001 0.0
0.0 0.30000000000000004 0.7000000000000001 0.0
0.0 0.30000000000000004 0.8 0.0
0.0 0.30000000000000004 0.9 0.0
0.0 0.30000000000000004 1.0 0.0
0.0 0.4 0.0 0.0
0.0 0.4 0.1 0.0
0.0 0.4 0.2 0.0
0.0 0.4 0.30000000000000004 0.0
0.0 0.4 0.4 0.0
0.0 0.4 0.5 0.0
0.0 0.4 0.6000000000000001 0.0
0.0 0.4 0.7000000000000001 0.0
0.0 0.4 0.8 0.0
0.0 0.4 0.9 0.0
0.0 0.4 1.0 0.0
0.0 0.5 0.0 0.0
0.0 0.5 0.1 0.0
0.0 0.5 0.2 0.0
0.0 0.5 0.30000000000000004 0.0
0.0 0.5 0.4 0.0
0.0 0.5 0.5 0.0
0.0 0.5 0.6000000000000001 0.0
0.0 0.5 0.7000000000000001 0.0
0.0 0.5 0.8 0.0
0.0 0.5 0.9 0.0
0.0 0.5 1.0 0.0
0.0 0.6000000000000001 0.0 0.0
0.0 0.6000000000000001 0.1 0.0
0.0 0.6000000000000001 0.2 0.0
0.0 0.6000000000000001 0.30000000000000004 0.0
0.0 0.6000000000000001 0.4 0.0
0.0 0.6000000000000001 0.5 0.0
0.0 0.6000000000000001 0.6000000000000001 0.0
0.0 0.6000000000000001 0.7000000000000001 0.0
0.0 0.6000000000000001 0.8 0.0
0.0 0.6000000000000001 0.9 0.0
0.0 0.6000000000000001 1.0 0.0
0.0 0.7000000000000001 0.0 0.0
0.0 0.7000000000000001 0.1 0.0
0.0 0.7000000000000001 0.2 0.0
0.0 0.7000000000000001 0.30000000000000004 0.0
0.0 0.7000000000000001 0.4 0.0
0.0 0.7000000000000001 0.5 0.0
0.0 0.7000000000000001 0.6000000000000001 0.0
0.0 0.7000000000000001 0.7000000000000001 0.0
0.0 0.7000000000000001 0.8 0.0
0.0 0.7000000000000001 0.9 0.0
0.0 0.7000000000000001 1.0 0.0
0.0 0.8 0.0 0.0
0.0 0.8 0.1 0.0
0.0 0.8 0.2 0.0
0.0 0.8 0.30000000000000004 0.0
0.0 0.8 0.4 0.0
0.0 0.8 0.5 0.0
0.0 0.8 0.6000000000000001 0.0
0.0 0.8 0.7000000000000001 0.0
0.0 0.8 0.8 0.0
0.0 0.8 0.9 0.0
